"txt","val"
"(POLITICS Terror) LEADERS DISCUSS UKRAINE CEASEFIRE Efforts to secure the full implementation of a ceasefire in Ukraine are set to dominate a gathering of world leaders in Italy.",0
"Under the terms of the peace deal, a ceasefire will take effect within 24 hours of the agreement being signed on Saturday.",1
"His comments came after President George W. Bush made similar remarks, stressing that the United States would not participate in any peacekeeping operation unless Taylor was gone and a ceasefire was in place.",0
"Given this year's dramatic drop in homicide figures, the administration--which accepts credit for ""facilitating"" the truce but denies that it directly negotiated with mara leaders--is no doubt keen to see the cease-fire endure.",0
"But the leadership of the transitional government and a cease-fire have remained major sticking points.",0
"Tiebile Drame, chief negotiator in the ceasefire deal with the rebels that was a crucial precursor to the elections, announced last week he was withdrawing his candidacy as ""the conditions for a fair vote are not in place"".",0
"With these two fallen trees lifted last one first, I believe that dialogue and a lasting ceasefire is very possible and I am excited about many suggestions being made to return the abducted girls.",0
"Nujoma said a ceasefire would then be signed separately by the rebels without a face-to-face meeting between their leaders and Kabila.",0
"Uganda's Lord's Resistance Army rebels on Friday declared a unilateral ceasefire in an apparent bid to boost faltering peace talks to end two decades of brutal civil war.",1
"Bayaganakandi on Sunday said that in spite of the fighting, ""it's the transitional government that should take on the task of negotiating a ceasefire (to) take away any pretext the rebels might put up for refusing to associate themselves with the peace pact.""",0
"Russia says, hang on a second, our troops aren't even in Ukraine, how could there be a cease-fire?",0
"The UN has also erred by building a mission on a truce agreement that seemed hopelessly flawed.",0
"""There has been a lull in fighting which is welcome, though we would have preferred a ceasefire,"" said Shaharyar Khan Mohammad.",0
"The proposal includes a cease-fire, the disarmament of all militia groups and some government security forces, followed by elections.",0
"Monrovia was calm this morning and rebels agreed to a cease-fire after four days of fighting and looting, Nyakyi said"".",1
"The talks also failed to produce a cease-fire, dashing hopes of Western diplomats and United Nations aid officials.",0
"The statement said that despite the Somali parties having signed a ceasefire agreement on 27 October 2002, there had been numerous violations, with many crimes going unpunished due to the absence of ""a system of justice and policing"".",1
"Rebel delegates left peace talks in Sierra Leone on Friday with a refusal to agree to a ceasefire.",0
"PEACE TALKS BETWEEN MYANMAR, ETHNIC REBELS FALL SHORT A push by Myanmar's government to strike an umbrella peace agreement with its myriad armed, ethnic rebel groups failed to achieve a cease-fire accord.",0
"It has offered a truce while any negotiations continue.",0
"""Our government is ready to make an end to this war and we are ready to sign a ceasefire,"" ambassador Gabriel Kyunga wa-ku-Mwanza told the news conference.",0
"The rebels quickly settled into a tense cease-fire with the government.",1
"What they're saying was there was a cease-fire (INAUDIBLE) more than 24 hours ago.",0
"""It should be a clear message to the international community that by not signing a ceasefire agreement, the DRC government has a hidden agenda and that they are ready for war,"" Rucogoza said.",0
"The cease-fire called for a referendum on whether the stretch of desert south of Morocco would become independent or part of Morocco.",0
"Both sides have accused each other of breaking the ceasefire.",0
"The Polisario Front has made it clear that when the rally crosses this zone, there will be a violation of the cease-fire, therefore, a resumption of the hostilities, as in the past, before the accords which led to the establishment of the cease-fire.",0
"THE Lord's Resistance Army rebels declared what it described as a ""unilateral ceasefire"" yesterday in an apparent bid to salvage the faltering peace talks with the government.",1
"The SPLA has so far refused, saying it will only sign a cease-fire once all other issues are resolved.",0
"a ceasefire he helped to negotiate last week came into effect at midnight on Monday night"".",1
"The FARC and ELN jointly announced on May 16 that they would hold a unilateral ceasefire between May 20 and May 28 as a show of good will to the country and so that May 25′s presidential elections can run without any interference"".",1
"The cease-fire call came in the form of a declaration issued on behalf of the participants.",0
"The Contact Group is proposed to contact and negotiate ceasefire between LURD and the government.",0
"The drawdown of embassy personnel suggests that U.S. diplomats are deeply concerned about the prospects for a cease-fire and a peace deal between loyalists of President Salva Kiir and backers of former vice president Riek Machar.",0
"""We are ready to sign the ceasefire tomorrow.",0
"He called for a two-week cease-fire between those trading insults.",0
"Leonard Nyangoma, chairman of the Hutu CNDD political party, also said the issue of the transitional leadership could not be resolved until a cease-fire has been agreed because the two issues linked.",0
